scenario,target,baseline,metric,num_pairs,mean_diff,bootstrap_ci95_low,bootstrap_ci95_high,paired_t_stat,paired_t_pvalue_approx,wilcoxon_pvalue,wilcoxon_stat,cohen_dz,rank_biserial,cliffs_delta,win_pairs,loss_pairs,tie_pairs,paired_t_pvalue_holm,paired_t_pvalue_bonferroni,wilcoxon_pvalue_holm,wilcoxon_pvalue_bonferroni
scenario_stress,rollout_joint,security_risk,avg_secrecy_rate,3,0.3281343713249797,0.28883493978939934,0.3616385788178147,15.466793398170193,0.0,0.25,0.0,8.929757331933889,1.0,1.0,3,0,0,0.0,0.0,1.0,1.0
scenario_stress,rollout_joint,security_margin,avg_secrecy_rate,3,0.931147783466025,0.928922779829385,0.9327255428316783,813.604998073407,0.0,0.25,0.0,469.7350646517065,1.0,1.0,3,0,0,0.0,0.0,1.0,1.0
scenario_stress,rollout_joint,decoupled,avg_secrecy_rate,3,0.24109701063271172,0.18531058515615073,0.2855450335179146,8.176843708760208,4.440892098500626e-16,0.25,0.0,4.720902916374204,1.0,1.0,3,0,0,5.329070518200751e-15,1.865174681370263e-14,1.0,1.0
scenario_stress,rollout_joint,random_budgeted,avg_secrecy_rate,3,1.24905692956476,1.2338839770094256,1.258504118100705,163.01628067689185,0.0,0.25,0.0,94.11749353109509,1.0,1.0,3,0,0,0.0,0.0,1.0,1.0
scenario_stress,rollout_joint,myopic_greedy_no_sync,avg_secrecy_rate,3,0.7767770574312864,0.7689263204735329,0.7810227786909808,197.6671053113781,0.0,0.25,0.0,114.12315646145825,1.0,1.0,3,0,0,0.0,0.0,1.0,1.0
scenario_stress,rollout_joint,no_twin,avg_secrecy_rate,3,0.25082586472086194,0.24125322699219653,0.2694795694387292,26.88976184533027,0.0,0.25,0.0,15.52481123984636,1.0,1.0,3,0,0,0.0,0.0,1.0,1.0
scenario_stress,rollout_joint,sca_twin,avg_secrecy_rate,3,0.785433619859115,0.7762525573044284,0.790944253523973,169.96438784649538,0.0,0.25,0.0,98.12898507582406,1.0,1.0,3,0,0,0.0,0.0,1.0,1.0
scenario_stress,rollout_joint,sca_oracle,avg_secrecy_rate,3,0.0395826640520364,0.029574118575996122,0.05083784840104921,6.4154709125567715,1.403881455530609e-10,0.25,0.0,3.7039738583428665,1.0,1.0,3,0,0,1.403881455530609e-09,5.8963021132285576e-09,1.0,1.0
scenario_stress,rollout_joint,rollout_fixed_periodic,avg_secrecy_rate,3,0.03983746124556964,0.011802393807265776,0.07073720050587196,2.3333328238105246,0.019630683978607788,0.25,0.0,1.3471503339359965,1.0,1.0,3,0,0,0.09143497622008834,0.8244887271015271,1.0,1.0
scenario_stress,rollout_joint,rollout_no_sync,avg_secrecy_rate,3,0.586756491612284,0.5786155716504402,0.5911898085110299,143.959383102239,0.0,0.25,0.0,83.11498858645015,1.0,1.0,3,0,0,0.0,0.0,1.0,1.0
scenario_stress,rollout_joint,oracle_sync,avg_secrecy_rate,3,-0.06266596542351437,-0.06389734167888794,-0.061615185191752575,-94.2400131582927,0.0,0.25,0.0,-54.40949696537417,-1.0,-1.0,0,3,0,0.0,0.0,1.0,1.0
