slot,sync,sync_applied,sync_reason,sync_cost,sync_bandwidth,matured_sync_bandwidth,total_sync_cost,remaining_budget,pending_syncs,move_uav1,move_uav2,p_s,p_j,uav1_x,uav1_y,uav2_x,uav2_y,eve_true_x,eve_true_y,eve_est_x,eve_est_y,eve_error,aoi,sigma,twin_quality,twin_badness,pred_r_sec,true_r_sec,pred_margin,pred_error_radius,pred_loss_ub,cert_base_bound,cert_empirical_upper_bound,cert_required_margin,cert_slack,certified_safe,realized_loss,cert_cover,r_b,r_e,outage,success,served_user_idx,movement_cost,power_cost
20,0,0,random_budgeted_skip,0.0,0.0,0.0,3.0,77.0,0,up_left,stay,0.8,0.5,178.78679656440357,248.78679656440357,307.0710678118655,254.64466094067262,376.5087584901466,322.02556618816044,375.3703233272047,324.65458563513135,2.864921966262574,1,1.3329904971172803,0.9707219635874401,0.02927803641255991,2.301347021698804,2.3054662598778264,2.0783705292576475,3.3679193707555557,0.03753742119570613,0.03753742119570613,0.0,0.11810751218249342,1.960263017075154,1,0.0,1,2.6462561990402595,0.34078993916243316,0,1,0,10.0,1.3
21,1,0,random_budgeted_sync,0.75,0.75,0.0,3.75,76.25,1,up,up_right,0.35,0.0,178.78679656440357,258.7867965644036,314.14213562373095,261.7157287525381,373.8168330303217,321.74759340573877,371.14729182540486,326.12034083044597,5.123218742649209,2,1.9951247014603817,0.9454922590231978,0.05450774097680224,0.6245569067693677,0.637945321754591,1.9436055492603908,7.212478747864356,0.07122611950178995,0.07122611950178995,0.0,0.15224687984672244,1.7913586694136683,1,0.0,1,1.6934678915625592,1.0555225698079682,0,1,2,20.0,0.35
22,0,1,random_budgeted_skip,0.0,0.0,0.75,3.75,76.25,0,up_left,right,0.5,0.75,171.7157287525381,265.85786437626905,324.14213562373095,261.7157287525381,371.98239926822566,323.07411847035434,372.07346132043625,324.2494277586451,1.1788317184803387,0,0.8382673494885453,0.9939945592354651,0.006005440764534943,1.7641245651993547,1.7646287083225218,1.9398959863563525,0.0,0.008382673494885454,0.008382673494885454,0.0,0.0885665002298343,1.8513294861265182,1,0.0,1,1.8993014217360333,0.13467271341351153,0,1,0,20.0,1.25
23,0,0,random_budgeted_skip,0.0,0.0,0.0,3.75,76.25,0,up_left,up_right,0.65,0.5,164.64466094067262,272.9289321881345,331.2132034355964,268.7867965644036,369.9177708792497,324.20227153910133,368.19106971363374,325.0270717218944,1.9135810034788203,1,1.265623189733136,0.9731319499832402,0.02686805001675989,1.950268004539304,1.9542891072280333,1.918686037938388,3.2527472731019667,0.03617271553594316,0.03617271553594316,0.0,0.11672455258222666,1.8019614853561614,1,0.0,1,2.166513377468179,0.2122242702401458,0,1,0,20.0,1.15
24,1,0,random_budgeted_sync,1.0,1.0,0.0,4.75,75.25,1,down_right,down,0.65,0.5,171.7157287525381,265.85786437626905,331.2132034355964,258.7867965644036,367.9663748865654,325.9278012261428,364.3086781068312,325.8047156851437,3.659767176048338,2,1.8892053923549341,0.9492087022844715,0.0507912977155285,1.961331296449016,1.9701004072053871,1.9310973768998703,7.009759695466069,0.06895061209634576,0.06895061209634576,0.0,0.14994050860512786,1.7811568682947425,1,0.0,1,2.2224640801911315,0.25236367298574425,0,1,0,20.0,1.15
25,0,1,random_budgeted_skip,0.0,0.0,1.0,4.75,75.25,0,stay,down_right,0.65,0.0,171.7157287525381,265.85786437626905,338.2842712474619,251.7157287525381,365.15567876071765,325.42539634273146,364.99040708146276,326.6823631130484,1.2677855456048877,0,0.7366729031323582,0.9942007909098596,0.0057992090901404295,0.7927840321626574,0.789484248670451,1.9259483766383485,0.0,0.007366729031323582,0.007366729031323582,0.0,0.08754039632163682,1.8384079803167117,1,0.0032997834922063873,1,2.4143625167243443,1.6248782680538933,0,1,2,10.0,0.65
26,0,0,random_budgeted_skip,0.0,0.0,0.0,4.75,75.25,0,down,stay,0.8,1.0,171.7157287525381,255.85786437626905,338.2842712474619,251.7157287525381,363.03242867782615,326.9036282670281,361.36141372949675,327.7862281038153,1.8897813178876115,1,1.1468248194119504,0.9736606927571051,0.026339307242894926,2.383814584807618,2.387706253372807,2.0929040522452786,3.4871529789536204,0.03639116606784122,0.03639116606784122,0.0,0.11695456384767779,1.9759494883976008,1,0.0,1,2.563237429766133,0.17553117639332616,0,1,0,10.0,1.8
27,0,0,random_budgeted_skip,0.0,0.0,0.0,4.75,75.25,0,right,left,0.5,1.0,181.7157287525381,255.85786437626905,328.2842712474619,251.7157287525381,360.78397543894704,326.632750113602,357.73242037753073,328.8900930945822,3.7957325546771594,2,1.7690822692542354,0.9493832726749595,0.05061672732504054,1.7885915576816342,1.7941022517447853,1.9275553490892001,6.329422453880623,0.0636673574158261,0.0636673574158261,0.0,0.1445772078881396,1.7829781412010606,1,0.0,1,1.931071406627397,0.13696915488261172,0,1,0,20.0,1.5
28,0,0,random_budgeted_skip,0.0,0.0,0.0,4.75,75.25,0,up_left,down,0.8,0.5,174.64466094067262,262.9289321881345,328.2842712474619,241.7157287525381,359.00397972814005,328.2040807579396,354.1034270255647,329.9939580853491,5.217190588611177,3,2.528047011651651,0.9256491331290182,0.07435086687098175,2.050381423061071,2.0736867302357207,1.8427301365934583,9.823003756767994,0.09621849265712447,0.09621849265712447,0.0,0.17755359773396642,1.665176538859492,1,0.0,1,2.475216776308908,0.4015300460731872,0,1,0,20.0,1.3
29,1,0,random_budgeted_sync,0.75,0.75,0.0,5.5,74.5,1,stay,down,0.65,1.0,174.64466094067262,262.9289321881345,328.2842712474619,231.7157287525381,357.2879891504903,330.4455750878291,350.4744336735987,331.097823076116,6.844703476039274,4,3.391801294240664,0.9010322120019489,0.09896778799805102,1.924818232402961,1.942070764530516,1.781402561747242,14.891710583262066,0.13926827644197903,0.13926827644197903,0.0,0.2211966276297293,1.5602059341175127,1,0.0,1,2.1551357661304924,0.21306500159997643,0,1,0,10.0,1.65
