episode_length,total_secrecy_rate,avg_sync_cost,avg_sync_bandwidth,sync_request_rate,avg_sync_applied,avg_pending_syncs,avg_twin_quality,avg_twin_badness,avg_secrecy_rate,avg_realized_loss,avg_margin_gap,avg_cert_slack,certified_safe_rate,certificate_violation_prob,certificate_cover_rate,certificate_in_policy_cover_rate,certificate_empirical_cover_rate,certificate_margin_cover_rate,prediction_violation_prob,outage_prob,success_prob,scenario,train_episode,seed
160.0,15.696155831770731,0.11875,0.11875,0.2125,0.19375,0.2125,0.33944531416290924,0.6605546858370909,0.09810097394856707,0.7896954958638361,0.7896954958638361,-1.7517025945003184,0.0375,0.9625,0.825,0.825,0.825,0.825,0.74375,1.0,0.0,scenario_stress,51,251
160.0,26.83425781289959,0.11875,0.11875,0.175,0.16875,0.175,0.35408272842111915,0.6459172715788808,0.16771411133062245,0.804239150065194,0.8041297575418269,-1.3666394144972789,0.03125,0.96875,0.75625,0.75625,0.75625,0.75625,0.85625,0.9875,0.0125,scenario_stress,52,252
160.0,26.293704926891067,0.11875,0.11875,0.2,0.175,0.2,0.419960962565852,0.580039037434148,0.16433565579306916,0.6903344935642445,0.6903344935642445,-0.6391586547231559,0.20625,0.79375,0.59375,0.59375,0.59375,0.59375,0.65625,1.0,0.0,scenario_stress,53,253
160.0,22.440396015028753,0.11875,0.11875,0.18125,0.16875,0.18125,0.42496313330775937,0.5750368666922407,0.1402524750939297,0.46846221111647673,0.4638275003443983,-1.2486684282184781,0.0125,0.9875,0.775,0.775,0.775,0.775,0.6625,1.0,0.0,scenario_stress,54,254
160.0,20.386777843462482,0.11875,0.11875,0.18125,0.15625,0.18125,0.43188303109683235,0.5681169689031678,0.12741736152164052,0.5256912182641003,0.5228489029052166,-0.853838266279546,0.0,1.0,0.725,0.725,0.725,0.725,0.69375,1.0,0.0,scenario_stress,55,255
160.0,22.681032120590764,0.11875,0.11875,0.2,0.2,0.2,0.47663672241197264,0.5233632775880274,0.14175645075369228,0.24563525125603033,0.2435788560142756,-1.5152541339946857,0.01875,0.98125,0.6125,0.6125,0.6125,0.6125,0.6375,1.0,0.0,scenario_stress,56,256
160.0,19.06665454597746,0.11875,0.11875,0.18125,0.1625,0.18125,0.3798712551780853,0.6201287448219146,0.11916659091235912,0.5380367915275001,0.5375875914571291,-0.708266044260026,0.03125,0.96875,0.5875,0.5875,0.5875,0.5875,0.7875,1.0,0.0,scenario_stress,57,257
160.0,32.51038356125726,0.11875,0.11875,0.18125,0.15625,0.18125,0.38753467480419246,0.6124653251958075,0.20318989725785785,0.7490254679601657,0.7433738675551447,-0.9959224159332383,0.01875,0.98125,0.69375,0.69375,0.69375,0.69375,0.84375,1.0,0.0,scenario_stress,58,258
160.0,12.56975268054103,0.11875,0.11875,0.20625,0.1875,0.20625,0.630576633259109,0.369423366740891,0.07856095425338143,0.005511309462110524,-0.0018788697253560485,-4.004827399773946,0.0,1.0,0.9125,0.9125,0.9125,0.9125,0.09375,1.0,0.0,scenario_stress,59,259
160.0,6.321436255272764,0.11875,0.11875,0.18125,0.175,0.18125,0.5210957581999622,0.47890424180003777,0.03950897659545478,0.20683096040027263,0.2059617263842437,-2.2614302726726816,0.04375,0.95625,0.8125,0.8125,0.8125,0.8125,0.5875,1.0,0.0,scenario_stress,60,260
