episode_length,total_secrecy_rate,avg_sync_cost,avg_sync_bandwidth,sync_request_rate,avg_sync_applied,avg_pending_syncs,avg_twin_quality,avg_twin_badness,avg_secrecy_rate,avg_realized_loss,avg_margin_gap,avg_cert_slack,certified_safe_rate,certificate_violation_prob,certificate_cover_rate,certificate_in_policy_cover_rate,certificate_empirical_cover_rate,certificate_margin_cover_rate,prediction_violation_prob,outage_prob,success_prob,method,seed,runtime_sec,runtime_per_slot_ms,scenario,config_path
160.0,192.9358209118285,0.0,0.0,0.0,0.0,0.0,0.33449860010364574,0.6655013998963543,1.205848880698928,0.2696500548492836,0.26277576314739404,-2.0762393718224947,0.15625,0.84375,0.94375,0.94375,0.94375,0.94375,0.9125,0.81875,0.18125,sca_oracle,62,37.965445218999776,237.2840326187486,scenario_stress,configs/scenario_stress.yaml
160.0,195.60004050213487,0.0421875,0.0421875,0.16875,0.16875,0.16875,0.8937989748541648,0.10620102514583504,1.2225002531383429,0.14705155107230125,0.13699640075853656,0.19643875290614887,0.68125,0.31875,0.14375,0.14375,0.14375,0.14375,0.875,0.5125,0.4875,rollout_fixed_periodic,62,192.84466591799992,1205.2791619874995,scenario_stress,configs/scenario_stress.yaml
160.0,103.46505591219336,0.0,0.0,0.0,0.0,0.0,0.20569502623872554,0.7943049737612744,0.6466565994512086,1.7805925050715363,1.7731192839228924,-1.1879859091949585,0.4125,0.5875,0.54375,0.54375,0.54375,0.54375,0.9125,0.83125,0.16875,rollout_no_sync,62,122.8687973799997,767.9299836249982,scenario_stress,configs/scenario_stress.yaml
160.0,184.5500400370873,0.078125,0.078125,0.3125,0.28125,0.3125,0.8489586859246309,0.15104131407536928,1.1534377502317956,0.35107708647856667,0.34367394621129965,0.32147659140570284,0.80625,0.19375,0.11875,0.11875,0.11875,0.11875,0.89375,0.48125,0.51875,rollout_joint,62,196.79240584299987,1229.9525365187492,scenario_stress,configs/scenario_stress.yaml
160.0,208.06213137624346,0.08125,0.08125,0.325,0.3125,0.325,0.9421516067118164,0.05784839328818353,1.3003883211015217,0.004715845686674616,-0.004804340600786022,0.1403189622644013,0.93125,0.06875,0.85,0.85,0.85,0.85,0.63125,0.03125,0.96875,oracle_sync,62,221.8136621120002,1386.3353882000013,scenario_stress,configs/scenario_stress.yaml
160.0,53.07127287548503,0.11875,0.11875,0.11875,0.1,0.11875,0.2529009386680772,0.7470990613319228,0.3316954554717814,1.6918999223197446,1.666661292072559,-4.447325613369774,0.2375,0.7625,0.6625,0.6625,0.6625,0.6625,0.93125,0.85,0.15,full,63,15.650048236999282,97.81280148124551,scenario_stress,configs/scenario_stress.yaml
160.0,162.2832575964623,0.11875,0.11875,0.11875,0.1125,0.11875,0.7001472378914483,0.29985276210855183,1.0142703599778895,0.663192032415247,0.6553974597181632,0.4282833835822837,0.80625,0.19375,0.25,0.25,0.25,0.25,0.8125,0.6,0.4,periodic,63,15.52179977799915,97.01124861249468,scenario_stress,configs/scenario_stress.yaml
160.0,106.58560630610333,0.11875,0.11875,0.11875,0.09375,0.11875,0.39104534622661047,0.6089546537733895,0.6661600394131458,1.9160958188568138,1.9102001573209666,0.43583332215957593,0.7125,0.2875,0.20625,0.20625,0.20625,0.20625,0.8375,0.6875,0.3125,aoi_only,63,15.531139336000706,97.06962085000441,scenario_stress,configs/scenario_stress.yaml
160.0,157.13957133672434,0.04015085496268317,0.04015085496268317,0.13125,0.1125,0.13125,0.6874222948017293,0.31257770519827066,0.9821223208545271,0.6152911787068539,0.6086487357684375,0.3782710650069479,0.75,0.25,0.15,0.15,0.15,0.15,0.85625,0.74375,0.25625,security_risk,63,15.6364476990002,97.72779811875125,scenario_stress,configs/scenario_stress.yaml
160.0,96.05766970389527,0.11875,0.11875,0.13125,0.1125,0.13125,0.29859164455881304,0.701408355441187,0.6003604356493455,2.004061224436244,1.993432547125026,0.5493662559091155,0.7375,0.2625,0.15,0.15,0.15,0.15,0.89375,0.80625,0.19375,security_margin,63,15.88636078000036,99.28975487500225,scenario_stress,configs/scenario_stress.yaml
160.0,162.2832575964623,0.11875,0.11875,0.11875,0.1125,0.11875,0.7001472378914483,0.29985276210855183,1.0142703599778895,0.663192032415247,0.6553974597181632,0.4282833835822837,0.80625,0.19375,0.25,0.25,0.25,0.25,0.8125,0.6,0.4,decoupled,63,15.76920511300068,98.55753195625425,scenario_stress,configs/scenario_stress.yaml
160.0,1.0445325286723743,0.11875,0.11875,0.16875,0.15625,0.16875,0.7069110756444292,0.2930889243555707,0.0065283283042023394,0.10447814447458474,0.10447771016663956,-1.028636048629338,0.0,1.0,0.8375,0.8375,0.8375,0.8375,0.1875,1.0,0.0,random_budgeted,63,1.00645384299969,6.290336518748063,scenario_stress,configs/scenario_stress.yaml
160.0,78.54356302418722,0.0,0.0,0.0,0.0,0.0,0.21297706031513153,0.7870229396848685,0.49089726890117014,1.4818289790034798,1.4513577025601434,-1.7284005837608873,0.28125,0.71875,0.6625,0.6625,0.6625,0.6625,0.8375,0.8125,0.1875,myopic_greedy_no_sync,63,15.52954860599948,97.05967878749675,scenario_stress,configs/scenario_stress.yaml
160.0,158.8793597134799,0.08125,0.08125,0.325,0.3,0.325,0.8355164877485564,0.1644835122514435,0.9929959982092493,0.6282225755033207,0.6263927313397953,0.45926733843011674,0.96875,0.03125,0.05625,0.05625,0.05625,0.05625,0.95,0.73125,0.26875,no_twin,63,190.77345567099928,1192.3340979437455,scenario_stress,configs/scenario_stress.yaml
160.0,78.70840411540414,0.0,0.0,0.0,0.0,0.0,0.21383196459079143,0.7861680354092085,0.49192752572127585,1.4766806288352878,1.4443362957383659,-1.7323656433189978,0.26875,0.73125,0.6625,0.6625,0.6625,0.6625,0.8375,0.81875,0.18125,sca_twin,63,39.07107998399988,244.19424989999925,scenario_stress,configs/scenario_stress.yaml
